ClaimSubmitted,DateOfIncident,Damages,District,Province,ClaimDetails,ClaimantsAssessment,AgreedPayment,DateClosed,Status
29 November 2010,22 November 2010,Poperty Damage,Nad-e-Ali,Helmand,ISAF drove vehicles around his land,,500.00,04 December 2010,S
29 November 2010,21 November 2010,Poperty Damage,Nad-e-Ali,Helmand,ISAF drove vehicles around his land,,530.00,04 December 2010,S
29 November 2010,03 November 2010,Fatality and Wounding,Nad-e-Ali,Helmand,Claims he was injured by gnshot during fighting,,,29 November 2010,D
29 November 2010,28 November 2010,Property Damage,Nad-e-Ali,Helmand,ISAF used compound whilst building CP.,"2,375.00",940.00,11 December 2010,S
29 November 2010,07 November 2010,Property Damage,Nad-e-Ali,Helmand,Damage to tractor and cow killed during TIC,,"3,850.00",11 December 2010,S
29 November 2010,During Aug 2010,Property Damage,Nahr-e-Saraj,Helmand,Claims ISAF 23 trees destroyed,,690.00,11 December 2010,S
30 November 2010,26 November 2010,Crop Damage,Nad-e-Ali,Helmand,Crop Damage,,"1,250.00",11 December 2010,S
30 November 2010,02 October 2010,Wounding,Nad-e-Ali,Helmand,Wounded by missile strike,,"5,250.00",10 January 2011,S
30 November 2010,01 November 2009,Crop Damage,Nad-e-Ali,Helmand,Crop damage due to illum fired,,,30 January 2011,D
30 November 2010,July/Aug 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees destroyed,,200.00,01 January 2011,S
30 November 2010,31 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Various damage to compound.,,"1,870.00",11 December 2010,S
30 November 2010,27 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees destroyed,,630.00,04 December 2010,S
30 November 2010,28 November 2010,Crop Damage,Lashkar Gah,Helmand,Crops destroyed,,"1,000.00",18 December 2010,S
30 November 2010,29 November 2010,Property Damage,Lashkar Gah,Helmand,Land with wheat seed damaged,,"1,250.00",13 December 2010,S
01 December 2010,01 November 2010,Property Damage,Nad-e-Ali,Helmand,Compound damage caused by ISAF fire during fighting,,952.00,11 December 2010,S
01 December 2010,02 November 2010,Fatality,Nad-e-Ali,Helmand,Claims brother was killed by helo fire,,,17 January 2011,D
01 December 2010,26 October 2010,Property Damage,Nad-e-Ali,Helmand,Artillery fired on his compound during TIC,,"1,200.00",11 December 2010,S
01 December 2010,During November 2009,Property Damage,Nad-e-Ali,Helmand,Damage caused during building work for CP,,"3,700.00",25 December 2010,S
01 December 2010,Early August 2010,Property Damage,Nad-e-Ali,Helmand,Damage to compound during fighting,,720.00,04 December 2010,S
01 December 2010,10 November 2010,Crop Damage,Nahr-e-Saraj,Helmand,"Damage to harvested field, tracks only",,500.00,04 December 2010,S
01 December 2010,26 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used for HESCO fill,,250.00,04 December 2010,S
02 December 2010,19 November 2010,Fatality,Nad-e-Ali,Helmand,Claims nephew killed during TIC,,"1,500.00",05 February 2011,S
02 December 2010,22 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage and livestock killed during fighting ,,"1,440.00",11 December 2010,S
03 December 2010,01 December 2010,Property Damage,Lashkar Gah,Helmand,Compound damage while extending PB,,"3,410.00",27 December 2010,S
03 December 2010,13 November 2010,Property Damage,Lashkar Gah,Helmand,Illum caused fire damage,,"1,950.00",,W
04 December 2010,14 August 2010,Property Damage,Bastion,Helmand,Mobile phone missing.,,,15 February 2011,D
05 December 2010,03 December 2010,RTA,Kabul,Kabul,RTA,,"2,000.00",19 December 2010,S
06 December 2010,26 November 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crop and tree damage,,"2,010.00",11 December 2010,S
06 December 2010,Apx August 2010,Property Damage,Nad-e-Ali,Helmand,Claims mortar fire destroyed water pump,,,10 December 2010,D
06 December 2010,27 November 2010,Property Damage,Nad-e-Ali,Helmand,"Land and tree damage, confirmed by CB",,620.00,11 December 2010,S
06 December 2010,30 November 2010,Property Damage,,Helmand,Compound and crop Damage,"1,727.00","1,025.00",11 December 2010,S
06 December 2010,04 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crops cut down,,,,I
06 December 2010,01 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down,575.00,900.00,11 December 2010,S
06 December 2010,30 November 2010,Property Damage,,Helmand,Livestock killed,300.00,120.00,,W
06 December 2010,30 November 2010,Property Damage,,Helmand,Property burnt in fire,"1,150.00","1,050.00",,W
06 December 2010,04 December 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killled,"1,151.00",750.00,11 December 2010,S
06 December 2010,01 September 2010,Property Damage,Lashkar Gah,Helmand,Clinic damaged in mortar fire,,"4,770.00",08 January 2011,S
06 December 2010,Jul/Sep 2010,Property Damage,Nahr-e-Saraj,Helmand,Extensive damage to compound and contents,"3,546.00","2,020.00",11 December 2010,S
06 December 2010,13 December 2009,Crop Damage,Nad-e-Ali,Helmand,Crops Destroyed by ISAF,,,09 December 2010,D
07 December 2010,06 January 2010,Property Damage,Nad-e-Ali,Helmand,Compound damage during Op Mushtarak,,510.00,29 January 2011,S
07 December 2010,27-30 Nov 2010,Crop Damage,Nad-e-Ali,Helmand,Warthog damage,,590.00,11 December 2010,S
07 December 2010,30 November 2010,Property Damage,Nad-e-Ali,Helmand,Warthog damage,,500.00,11 December 2010,S
07 December 2010,Apx 28/08/10,Crop Damage,Nahr-e-Saraj,Helmand,Damage to 3 jeribs of crops,,375.00,,W
07 December 2010,1 month ago,Property Damage,Nahr-e-Saraj,Helmand,Mortar destroyed compound,,"1,600.00",11 December 2010,S
07 December 2010,05 December 2010,Wounding,Nad-e-Ali,Helmand,9 year old girl caught in x fire,,"1,946.20",25 December 2010,S
07 December 2010,1 year ago,Property Damage,Nad-e-Ali,Helmand,Claims compound damage and 3 cows killed over a year ago,,,10 December 2010,D
07 December 2010,27 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Security clearance work around CP,,"1,025.00",11 December 2010,S
08 December 2010,20 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Wall and vines destroyed,"1,957.00",650.00,11 December 2010,S
08 December 2010,03 December 2010,Property Damage,Nahr-e-Saraj,Helmand,Fields damaged by vehicles,,"1,000.00",18 December 2010,S
08 December 2010,29 November 2010,Property Damage,,Helmand,Claims a mastif hit and killed his camel,"1,151.00",900.00,25 December 2010,S
08 December 2010,Unknown,Property Damage,,,Claims 530+ mulberry trees destroyed,,"2,100.00",,W
08 December 2010,August 2010,Property Damage,Nahr-e-Saraj,Helmand,Damage to compound by ISAf over the period,,"1,000.00",18 December 2010,S
08 December 2010,09 August 2010,Wounding,Nad-e-Ali,Helmand,Claims son was shot by ISAF from PB tower,,"1,875.00",25 December 2010,S
08 December 2010,15 November 2010,Crop Damage,Lashkar Gah,Helmand,Claims Sqn damaged crops,,"1,250.00",,I
08 December 2010,21 November 2010,Crop Damage,Lashkar Gah,Helmand,Claims Sqn damaged crops,,"1,000.00",,W
08 December 2010,15 November 2010,Property Damage,Lashkar Gah,Helmand,Claims damaged trees,,210.00,,W
08 December 2010,23 November 2010,Crop Damage,Lashkar Gah,Helmand,Claims damaged crops,,"4,200.00",,W
08 December 2010,20 November 2010,Property Damage,Lashkar Gah,Helmand,Claims damaged land,,"2,640.00",,W
08 December 2010,01 November 2010,Property Damage,Lashkar Gah,Helmand,Claims damaged land,,"6,730.00",13 December 2010,S
08 December 2010,Early November 2010,Property Damage,Lashkar Gah,Helmand,Mortar damage to compound,,925.00,27 December 2010,S
09 December 2010,04 December 2010,Fatality,Nahr-e-Saraj,Helmand,Wife and Daughter killed,,,17 January 2011,D
09 December 2010,18 months ago,Property Damage,Nad-e-Ali,Helmand,Wall and gate damaged,,"1,800.00",11 December 2010,S
09 December 2010,June 2009,Property Damage,Nahr-e-Saraj,Helmand,Land and 40 trees destroyed,,480.00,,W
09 December 2010,06 December 2010,Property Damage,Nahr-e-Saraj,Helmand,Claims Warthog damaged crops,,375.00,18 December 2010,S
09 December 2010,06 December 2010,Property Damage,Nahr-e-Saraj,Helmand,Barrier Damage,,0.00,09 December 2010,S
09 December 2010,I month ago,Property Damage,Lashkar Gah,Helmand,Damaged compound and wall,,650.00,,W
13 December 2010,27 June 2010,Property Damage,Nahr-e-Saraj,Helmand,2 jeribs of land damage,,500.00,18 December 2010,S
13 December 2010,6-10 Jan 2010,Property Damage,Nad-e-Ali,Helmand,Compound destroyed during Op Mushtarak,,"1,000.00",25 December 2010,S
13 December 2010,24 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Claims mortars landed in garden during fighting,,350.00,15 January 2011,S
13 December 2010,06 December 2010,Property Damage,Lashkar Gah,Helmand,Damage caused on leaving CP,,"3,300.00",25 December 2010,S
13 December 2010,02 October 2010,Wounding,Nad-e-Ali,Helmand,Claims her father was injured by frag in K/S,,,,I
13 December 2010,02 October 2010,Fatality,Nad-e-Ali,Helmand,Claims Hellfire strike killed father,,,,I
13 December 2010,02 October 2010,Fatality,Nad-e-Ali,Helmand,Claims Hellfire strike killed father,,,,I
13 December 2010,02 October 2010,Wounding,Nad-e-Ali,Helmand,Claims Hellfire strike caused wounding,,"3,000.00",19 February 2011,S
13 December 2010,02 October 2010,Wounding,Nad-e-Ali,Helmand,Claims Hellfire strike caused wounding,,,,I
13 December 2010,28 November 2010,Property Damage,Nad-e-Ali,Helmand,Claims land damage due to ISAF tracked vehicles,,600.00,25 December 2010,S
13 December 2010,02 December 2010,Property Damage,Nad-e-Ali,Helmand,Claims land damage due to Warthogs,,750.00,25 December 2010,S
13 December 2010,5-10 November 2010,Property Damage,,,Claims mortars caused fire damaging cotton,,,30 January 2011,D
13 December 2010,Aprx 15/11/10,Crop Damage,,,Claims ammo or mortars set fire to cotton crop,,,30 January 2011,D
13 December 2010,05 January 2010,Fatality,Nahr-e-Saraj,Helmand,"Claims husband, 2 sons and 2 daughters killed by ISAF helicopter strike",,"10,200.00",24 January 2011,S
14 December 2010,08 December 2010,Property Damage,Nad-e-Ali,Helmand,Damage to doors and furniture,,400.00,18 December 2010,S
14 December 2010,Apx 25 August 2010,Property Damage,Nad-e-Ali,Helmand,Damage to compound and water pump,,"3,000.00",22 January 2011,S
14 December 2010,10 October 2010,Property Damage,Nad-e-Ali,Helmand,Compound destroyed for Route,,"4,200.00",14 December 2010,S
15 December 2010,01 March 2010,Property Damage,Nad-e-Ali,Helmand,Side road built through land,,500.00,18 December 2010,S
15 December 2010,10 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Trcuks set on fire whilst in the charge of ISAF,"8,406.00",,05 February 2011,D
15 December 2010,14 November 2010,Property Damage,Lashkar Gah,Helmand,Pumps and hut destroyed by mortars,"1,611.00",834.00,18 December 2010,S
15 December 2010,25 November 2010,Wounding,Nahr-e-Saraj,Helmand,Fragmentation injuries due to UGL,,"1,875.00",14 January 2011,S
16 December 2010,January 2010,Property Damage,Nad-e-Ali,Helmand,Claims damage to compound during Op Mushtarak,,"1,200.00",01 January 2011,S
16 December 2010,25 October 2010,Wounding,Nad-e-Ali,Helmand,Claims man (cousin?) was shot during ISAF contact,,,16 December 2010,D
16 December 2010,04 November 2010,Crop Damage,Nad-e-Ali,Helmand,"Claimant says 3,550kgs of harvested cotton was burned when ISAF mortars caused a fire",,"2,475.00",01 January 2011,S
20 December 2010,20 September 2010,Property Damage,Nahr-e-Saraj,Helmand,"Claimant says 2 goats killed, 50 fruit trees, 10 jeribs of mash and a small mosque destroyed.",,"4,550.00",01 January 2011,S
20 December 2010,15 November 2010,Wounding,Nahr-e-Saraj,Helmand,MSST confirm TIC in this location.  Shrapnel wounds suffered.,,"3,425.00",,W
20 December 2010,July / August 2010,Fatality,Nad-e-Ali,Helmand,Claims wife was shot and killed when ISAF fighting with INS,,,14 January 2011,D
20 December 2010,September 2010,Property Damage,Nahr-e-Saraj,Helmand,"Wall damage confirmed by MSST, proceed to payment.",,750.00,21 February 2011,S
20 December 2010,02 December 2010,Property Damage,?,?,Warthog damage,,"1,000.00",12 February 2011,S
20 December 2010,05 December 2010,Fatality,Lashkar Gah,Helmand,Claims brother caught in mortar fire and killed during fighting with INS,,"3,650.00",19 February 2011,S
20 December 2010,07 December 2010,Property Damage,Nad-e-Ali,Helmand,Property damage caused when BRF fighting INS,,700.00,25 December 2010,S
20 December 2010,07 December 2010,Property Damage,Nad-e-Ali,Helmand,Property damage caused when BRF fighting INS,,400.00,25 December 2010,S
20 December 2010,07 December 2010,Property Damage,Nad-e-Ali,Helmand,Property damage caused when BRF fighting INS,,"1,500.00",25 December 2010,S
20 December 2010,07 December 2010,Property Damage,Nad-e-Ali,Helmand,Property damage caused when BRF fighting INS,,650.00,25 December 2010,S
21 December 2010,Over 1 year ago,Property Damage,Nad-e-Ali,Helmand,Property damage caused by mortar fire during fighting,,230.00,08 January 2011,S
21 December 2010,13 September 2010,Crop Damage,Nahr-e-Saraj,Helmand,Claims grain was spilt from sacks during ISAF occupation of compound,,,21 December 2010,D
21 December 2010,19 October 2010,Wounding,Nad-e-Ali,Helmand,claims to have been shot in the ankle  ,,"1,000.00",22 January 2011,S
21 December 2010,August 2010,Property Damage,Nahr-e-Saraj,Helmand,"2 claims, one for warthog damage and one for compound damage",,"2,250.00",01 January 2011,S
21 December 2010,27 November 2010,Property Damage,Nahr-e-Saraj,Helmand,"Claims 4 rooms and wall damage by helicopter bombs - Denied due to lack of evidence, no corresponding events.",,,12 January 2011
21 December 2010,01 December 2010,Crop Damage,Nahr-e-Saraj,Helmand,Claims 4 1/2 jeribs of wheat destroyed,,"1,125.00",01 January 2011,S
21 December 2010,03 December 2010,Crop Damage,Nahr-e-Saraj,Helmand,Claims 8 Jeribs of wheat destroyed,,"2,000.00",08 January 2011,S
21 December 2010,September 2010,Crop Damage,Nahr-e-Saraj,Helmand,Calims compound damage during fighting with ISAF & INS,,100.00,22 January 2011,S
21 December 2010,14 September 2010,Property Damage,Nahr-e-Saraj,Helmand,60 metres of wall and 2 jeribs destroyed ,,"1,100.00",01 January 2011,S
22 December 2010,13 September 2010,Wounding,Nad-e-Ali,Helmand,"Claims he, his wife and son suffered burns in ISAf mortar attack",,"4,000.00",24 January 2011,S
22 December 2010,3 months ago,Property Damage,Nahr-e-Saraj,Helmand,Claims 27 trees destroyed by mortar fire,,,24 December 2010,D
22 December 2010,Jan 2010 onwards,Property Damage,Nahr-e-Saraj,Helmand,Claims compound damage and trees destroyed,,"4,500.00",01 January 2011,S
22 December 2010,May 2010 onwards,Property Damage,Nahr-e-Saraj,Helmand,Claims compound came under fire when INS used it as firing point,,"3,237.00",15 January 2011,S
22 December 2010,Aprx 20/11/10,Property Damage,Nad-e-Ali,Helmand,Claims ISAF rockets / mortars destroyed compound,,870.00,22 January 2011,S
22 December 2010,2 weeks ago,Crop Damage,Nad-eAli,Helmand,Claims ISAf vehicle caused crop damage,,"1,250.00",01 January 2011,S
23 December 2010,July onwards,Property Damage,Nahr-e-Saraj,Helmand,Claims compound destroyed by mortar,,,24 December 2010,D
23 December 2010,2 months ago,Property Damage,Nahr-e-Saraj,Helmand,Claims trees ordered to be cut down by ISAF,,,24 December 2010,D
23 December 2010,apx 1 1/2 months ago,Fatality,Nad-e-Ali,Helmand,Claimant says Apache fired rockets which killed two of his sons,,,14 February 2011,D
23 December 2010,19 December 2010,Property Damage,Nad-e-Ali,Helmand,Claimant says damage caused to property during house search,,575.00,15 January 2011,S
23 December 2010,Apx 1/12/10,Property Damage,Nad-e-Ali,Helmand,Claimant says during fighting his crop of cotton was burnt,,,02 January 2011,D
27 December 2010,02 October 2010,Wounding,Nad-eAli,Helmand,Claimant claims that he suffered frag to head and foot.,,,,I
27 December 2010,6-10 Jan 2010,Property Damage,Nad-e-Ali,Helmand,Claimant claims compound destroyed in Op Mushtarak,,,19 January 2011,D
27 December 2010,12 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Claimant has damage to 2 bridges cuased by IRG,,"2,764.00",15 January 2011,S
27 December 2010,3 months ago,Property Damage,,Helmand,Livestock killed,,,28 December 2010,D
27 December 2010,17 December 2010,Fatality,Nahr-e-Saraj,Helmand,Claims ISAF killed his two brothers during fighting,,,08 January 2011,D
27 December 2010,18 November 2010,Wounding,Nad-e-Ali,Helmand,Claims son was shot during TIC,,,21 January 2011,D
28 December 2010,Establishment of CP Lamar,Property Damage,Nahr-e-Saraj,Helmand,Claims trees cut down and wall damamged,,980.00,08 January 2011,S
28 December 2010,June 2009 ownards,Property Damage,Nahr-e-Saraj,Helmand,Mosque damage caused over a long period,,520.00,15 January 2011,S
28 December 2010,June 2010,Property Damage,Nad-e-Ali,Helmand,Damage to his compound during fighting,,852.18,08 January 2011,S
28 December 2010,24 December 2010,Property Damage,Nad-e-Ali,Helmand,Artillery fired on his compound during TIC,,,28 December 2010,D
29 December 2010,Apx 15 Nov 2010,Property Damage,Nahr-e-Saraj,Helmand,Claimant is claiming for contents damage and livestock killed,,,,I
29 December 2010,During IED clearing ?,Property Damage,Nahr-e-Saraj,Helmand,Claimant says compound was damaged along with a well,,472.15,15 January 2011,S
29 December 2010,July 2010 onwards,Property Damage,Nahr-e-Saraj,Helmand,Claimant says compound was damaged during fighting between ISAF and ISN,,750.00,15 January 2011,S
29 December 2010,July 2009,Property Damage,Nad-eAli,Helmand,Land used for road build - Route ,,750.00,08 January 2011,S
29 December 2010,Jan 2010 onwards,Property Damage,Nad-e-Ali,Helmand,Compound damage,,,19 January 2011,D
29 December 2010,29 October 2010,Property Damage,Nad-e-Ali,Helmand,"Compound damage during fighting, caused by smoke grenades",,232.90,08 January 2011,S
29 December 2010,Apx 01/12/10,Property Damage,Nad-e-Ali,Helmand,Wall damage caused by ISAF vehicle  ,,50.00,08 January 2011,S
30 December 2010,26 December 2010,Property Damage,Nad-e-Ali,Helmand,Damage to land when moving CP,,"2,200.00",08 January 2011,S
30 December 2010,Dec 2010,Property Damage,Nahr-e-Saraj,Helmand,Damage on building CP,,"1,681.00",03 January 2011,S
30 December 2010,28 November 2010,Property Damage,Nad-e-Ali,Helmand,Claims wall knocked down by ISAF to build road,,"3,000.00",26 February 2011,S
30 December 2010,Apx 23/12/10,Crop Damage,Nad-e-Ali,Helmand,Claims illume round caused fire burning cotton,,,14 February 2011,D
